Country Name,Country Code,Indicator Name,Indicator Code,,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Estonia,EST,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,15.57605126,13.05673945,13.02054613,12.19581745,12.96252174,12.93833023,11.76694109,10.90411323,10.63625164,11.21670899,10.79350419,12.49335386,12.68399031,12.36701519,12.00996206,13.69230689,12.72804897,10.72472097,13.35457519,13.63275073,12.96359254,14.66803339,13.82505125,12.43885277,12.60802104
Ethiopia,ETH,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,0.063020997,0.060168109,0.057689541,0.056832908,0.040603416,0.044931236,0.048574873,0.050264786,0.05150765,0.049069617,0.053600098,0.063861001,0.064460739,0.069101838,0.071325206,0.067051465,0.07012642,0.074681496,0.079959443,0.078301462,0.074478123,0.079165607,0.091865839,0.109142185,0.126763767,0.136045864,0.143524928
European Union,EUU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,8.457378117,8.41880618,8.140715376,8.012685626,7.863748565,8.000794358,8.207775247,8.036173428,8.02833507,7.84939682,7.850247676,8.029745425,7.995365181,8.111004944,8.10139248,8.030263033,8.078965721,7.92633385,7.716447383,7.097766244,7.286562353,7.081015183,6.859612902,6.70396227,6.361381025,6.449698615,6.468462215
Fragile and conflict affected situations,FCS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,0.896501567,0.89075803,0.88749568,0.920824435,0.927758165,0.910465811,0.863839434,0.890866177,0.954401508,0.957896517,0.975960878,1.032456328,1.04896208,1.081409906,1.027573309,1.041228713,0.998719414,0.918360329,0.994517016,0.970375958,1.048879297,1.028538583,1.034213504,1.036026301,1.03815674,0.979797727,0.988604312
Finland,FIN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,10.37716896,10.71047721,9.415521088,9.948375064,11.24602792,10.32014335,11.95863616,11.66057821,11.05828449,10.7295164,10.08384283,10.90061426,11.79651071,13.17316796,12.85091118,10.44160191,12.4898655,12.05202658,10.72135652,10.00121318,11.54656566,10.51589155,9.05308174,8.671666999,8.647964154,7.775642295,8.34721998
Fiji,FJI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,1.117354061,0.912510318,1.004834318,0.995724294,0.977088827,0.983636071,1.047198701,0.999162395,0.962398629,0.973254471,1.039955315,1.297534785,1.093006254,1.285127856,1.654467757,1.334502997,1.470573882,1.38577596,1.058421195,0.92787918,1.420197065,1.261335643,1.225061816,1.54625997,1.900256563,2.482303682,2.345470364
France,FRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,6.451223276,6.67168905,6.217259025,6.089252757,5.699231509,5.864118291,6.280953607,5.862811599,6.271267469,6.098157837,5.946665463,6.153060599,6.068664472,6.115998108,6.120078568,6.099598855,5.906266386,5.76638535,5.690501857,5.438357063,5.428980862,5.077911102,5.075062341,5.062171964,4.573459729,,
Faroe Islands,FRO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,14.89326057,13.93024194,13.88688248,12.60219167,12.55493283,12.53812603,13.18399649,12.89167176,13.52373308,13.58265139,14.7511715,16.22946145,15.37200686,15.46213527,15.71571429,15.1376514,14.19473971,14.41497125,13.18954412,12.04231509,13.19119923,11.88518077,12.34009155,14.16510064,12.46290659,12.66824832,13.09289436
"Micronesia, Fed. Sts.",FSM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,0.976526053,0.952788337,0.968367443,0.988970417,0.98173946,1.014103982,1.084429987,1.020680825,1.160853615,1.573922536,1.336195459,1.337807878,1.341270809,1.140225575,1.148427936,1.263950059,1.062457143,1.424423404,0.997716473,1.134306428,1.19302241,1.280884769,1.262764551,1.313310988,1.297581999
Gabon,GAB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,4.73877395,4.64865549,4.919427796,4.846468851,4.151693773,4.262043457,4.289871558,4.20246763,4.256005456,4.009364898,3.821159921,3.815653063,3.549402902,3.517111594,3.461695456,3.515238226,2.917903831,2.796489822,2.752894227,2.711227029,2.955473666,2.938589071,2.890121176,2.906039445,2.826459284,2.701741965,2.649976866
United Kingdom,GBR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,9.710881678,9.870809033,9.660929998,9.454695828,9.448399895,9.274846236,9.480231059,9.042720853,9.094403914,9.047636069,9.199549233,9.233174987,8.904123108,9.053277839,8.989140127,8.982938536,8.89871022,8.617163681,8.440027735,7.569322681,7.84936515,7.073165082,7.351014938,7.109814294,6.497340931,6.220239615,5.776795985
Georgia,GEO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,3.146690058,2.026478386,1.257952315,0.494421093,0.905381906,1.020036493,1.169158925,1.045271664,1.11256641,0.939044777,0.851651433,0.954857055,1.100845101,1.298612238,1.584796154,1.663381913,1.394021592,1.636221401,1.667568685,2.127117929,2.264785831,2.206511985,2.41448868,2.630200823,2.717167113
Ghana,GHA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,0.260877597,0.281402362,0.239885479,0.274567984,0.314851868,0.310144312,0.321289122,0.355459117,0.348778536,0.348136138,0.326207375,0.350238104,0.366584428,0.367755038,0.34545677,0.320563088,0.418167076,0.427956066,0.387804781,0.318896741,0.401777969,0.453974817,0.571706967,0.551821465,0.560735246,0.594373807,0.585289432
Gibraltar,GIB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,4.906611315,6.823030804,8.137586685,8.312292938,9.872001958,9.585424509,9.746263505,9.975516866,10.28577153,10.45003112,10.73774817,10.90747421,10.85181609,10.9260943,11.6932398,12.032361,12.50974055,12.36300982,12.67534789,13.76558916,13.86657734,13.41904677,13.73244962,14.58441173,15.65746479,17.17411667,18.8040134
Guinea,GIN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,0.158172739,0.157118529,0.157795861,0.15790529,0.176588973,0.17755854,0.182765788,0.18521471,0.191262166,0.196216937,0.199353213,0.204325347,0.21012677,0.214915002,0.217742097,0.20046652,0.203297045,0.206886477,0.224791637,0.227060669,0.255447904,0.266742837,0.242354579,0.211075838,0.213752571,0.236402921,0.255224608
"Gambia, The",GMB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,0.207220019,0.199479587,0.192722937,0.197027512,0.191022398,0.191704583,0.189005842,0.186324161,0.195474609,0.215345622,0.208715469,0.2210865,0.21412971,0.207385899,0.215629922,0.211410463,0.221202743,0.214673555,0.217074088,0.219141873,0.241304353,0.242066243,0.238690485,0.220351162,0.253640982,0.251397985,0.247408381
Guinea-Bissau,GNB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,0.176720898,0.176453251,0.176099378,0.175719722,0.171942315,0.168388048,0.165056314,0.178086728,0.149301221,0.165105668,0.122100956,0.122521608,0.122773831,0.151445681,0.153548708,0.158139085,0.157052834,0.163665577,0.15712789,0.158153972,0.156544829,0.157191765,0.157648792,0.155734209,0.160335469,0.160425788,0.164583657
Equatorial Guinea,GNQ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,0.148713704,0.152490568,0.14757661,0.150599714,0.160733295,0.169779454,0.2488015,0.567350781,0.328294765,0.838322705,0.756168537,6.861844709,9.652286508,11.20397458,9.84585375,10.048921,10.4284496,9.572641407,7.467416709,7.516219517,7.305717547,9.523729471,6.774336665,7.154038459,6.512062095,5.158919293,4.653235449
Greece,GRC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,7.284521642,7.176639815,7.260257729,7.238006236,7.410792356,7.458879643,7.563654136,7.852506913,8.185367878,8.050452819,8.47843382,8.636014274,8.591970187,8.760745127,8.867967195,8.980839448,8.827796219,8.892293442,8.662824281,8.277892345,7.540183868,7.189762915,7.247671369,6.335945747,6.19952668,6.01244039,5.793848369
Grenada,GRD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,1.103933313,1.140472735,1.207677662,1.231914894,1.439457686,1.499152441,1.524875991,1.660795337,1.725291852,1.897366057,1.854307469,1.882352371,1.981511859,2.080217297,1.967972246,2.067178796,2.201604834,2.265947333,2.39932294,2.391770411,2.450810953,2.369217948,2.525529103,2.81372839,2.155038475,2.375541748,2.427794052
Greenland,GRL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,6.265557554,6.276846847,5.901681736,5.845942029,5.351837838,5.783082437,6.494329159,6.875625,6.405811052,6.667272727,8.09088968,7.223371783,6.672101609,7.558160839,10.24499657,10.69152542,11.04479163,11.28207939,11.71815083,10.2217389,11.66377295,12.44034101,10.00501672,9.803250536,8.989181988,9.083526393,9.071886235
Guatemala,GTM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,0.561996063,0.543533086,0.630502129,0.577918618,0.68133898,0.696555562,0.631296822,0.704279667,0.792409798,0.789415916,0.855545511,0.875392419,0.896259055,0.855364181,0.896935588,0.952129748,0.938859546,0.919945935,0.811905615,0.828992678,0.799505838,0.795696386,0.80400444,0.858738189,0.911580226,1.017131099,1.059947788
Guam,GUM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,1.534270404,1.507241354,1.400960724,1.390665443,1.826503236,1.921910281,1.995462641,2.099658298,2.198902064,2.240288445,2.15586,2.140542347,2.122046647,2.1013537,2.183273728,1.92647451,1.729478269,2.092694454,2.086823144,2.094117033,2.29482304,2.369808039,2.640787187,2.549999012,2.632392779,2.628050433,3.090037673
High income,HIC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,11.29258428,11.3251987,11.37855791,11.46035452,11.52235661,11.4861433,11.74917838,11.74891506,11.64169765,11.72716359,12.04081353,11.93251345,11.93633006,12.03945253,12.15147153,12.09896719,12.04584077,12.02090394,11.76410239,11.05610977,11.34992618,11.09835466,10.96568358,10.90768417,10.77263453,10.64911958,10.39292983
"Hong Kong SAR, China",HKG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,4.791623806,4.979010779,5.705486596,5.925240637,5.183281473,5.112034242,4.525415896,4.731448847,5.975399392,6.465887081,6.067468267,5.65317561,5.877226465,6.441820883,6.148515958,6.439263195,6.133325021,6.321536226,6.178951393,5.986852914,5.732656673,6.132927343,6.011231591,6.205228656,6.3281682,5.849054352,5.948891039
Honduras,HND,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,0.523190812,0.529344676,0.586616185,0.528187131,0.601368545,0.679571989,0.674125746,0.687824187,0.747500404,0.741178534,0.765247108,0.846158244,0.879009101,0.952572211,1.011540648,1.01274101,0.998130542,1.124259174,1.086643766,0.96592643,0.97434316,1.036450889,1.060544,1.070277152,1.061742673,1.099345588,1.058473626
Heavily indebted poor countries (HIPC),HPC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,0.167711989,0.157875928,0.156861108,0.157935443,0.157977756,0.166883385,0.171084229,0.176046903,0.16704819,0.162377568,0.164325917,0.16561919,0.172162841,0.177866206,0.186679224,0.186151301,0.196311494,0.203428546,0.20628298,0.207771206,0.225934722,0.239315362,0.248882892,0.254146983,0.270339835,0.277641324,0.276852353
Croatia,HRV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,3.587808562,3.641123948,3.54480093,3.676500802,3.720835435,4.16921401,4.446873714,4.430372134,4.328211925,4.743616794,4.991418757,5.341070163,5.198168006,5.241676788,5.24384626,5.528298459,5.242211938,4.916384236,4.696195978,4.652472701,4.228485471,4.136016518,3.988513088,4.118348684,4.189377314
Haiti,HTI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,0.143284583,0.138433125,0.123243782,0.092895308,0.024117638,0.113165816,0.12924898,0.168036613,0.150722964,0.157804665,0.158571924,0.182310256,0.208605747,0.194884352,0.219685761,0.225715823,0.226028956,0.251795831,0.248608108,0.231665885,0.21376934,0.207306006,0.214634184,0.22176863,0.266273568,0.2742825,0.274687476
Hungary,HUN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,6.713650623,6.418858426,5.824428958,5.978002173,5.684133533,5.844711547,6.019061436,5.916811704,5.762720948,5.743606612,5.467296695,5.592875675,5.518941473,5.82981044,5.684910755,5.751848927,5.697822938,5.566989532,5.458021607,4.840111448,5.022311649,4.872551164,4.556968385,4.276339668,4.190127409,4.512673437,4.639973434
IBRD only,IBD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,3.153042202,3.132809383,2.702651168,2.678620638,2.617001696,2.682504391,2.717678214,2.680075146,2.607448161,2.617442058,2.63764493,2.659845862,2.737087744,2.960588533,3.163310573,3.343091219,3.531633191,3.588539302,3.858639633,3.814378962,4.122790948,4.392302904,4.49684383,4.486056696,4.502218522,4.46147246,4.41863084
IDA & IBRD total,IBT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,2.635736514,2.615645827,2.263411368,2.239113452,2.181195446,2.22596997,2.252783142,2.218858148,2.15839069,2.1631489,2.18162326,2.195434537,2.250921249,2.424124389,2.578140288,2.710707069,2.851318469,2.892022443,3.092121879,3.042458747,3.279766601,3.481417376,3.546536799,3.528802806,3.535296574,3.494251615,3.453641353
IDA total,IDA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,0.45139351,0.459739283,0.472132744,0.468278726,0.446223624,0.430153396,0.446340626,0.448271931,0.455137288,0.460632592,0.494448304,0.499217716,0.49799997,0.514634393,0.52210123,0.517377623,0.522618063,0.539961358,0.537460561,0.503280771,0.543394766,0.562766774,0.53914889,0.536814153,0.550867127,0.546941087,0.551236124
IDA blend,IDB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,0.843792309,0.830219506,0.889955322,0.895301648,0.845266813,0.7958273,0.832851406,0.824825961,0.838929381,0.846290566,0.946423937,0.950006571,0.970941839,0.970235057,0.97632038,0.966451598,0.957780247,0.965910794,0.946506657,0.84543172,0.930488575,0.977828797,0.924844422,0.907900279,0.925538236,0.896113285,0.887013216
Indonesia,IDN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,0.824448069,0.973664977,1.079025844,1.14539966,1.141792274,1.142214229,1.267079215,1.373879011,1.041200125,1.159977954,1.24539825,1.375325404,1.411208735,1.437941508,1.512122784,1.511302112,1.504981339,1.616120599,1.769060263,1.870838684,1.772951392,2.080522126,2.131724694,1.648142071,1.450032294,1.984452414,2.153758127
IDA only,IDX,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,0.250618223,0.265333143,0.259658554,0.251106975,0.243589563,0.244826381,0.250302209,0.257307801,0.260290999,0.264789943,0.264364664,0.269986009,0.257456211,0.283659501,0.2921916,0.290223382,0.302792898,0.325059461,0.331140885,0.330623423,0.347579116,0.352283207,0.343282136,0.348074658,0.360021764,0.368891694,0.379888948
Isle of Man,IMN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,0.709000751,0.738482682,0.768813909,0.780347321,0.80872395,0.841937014,0.898163092,0.916859884,0.918329424,0.959258891,0.976601686,0.968514319,0.964275366,0.989271008,1.021862866,1.06531244,1.118603899,1.189651807,1.306253903,1.427780473,1.393273291,1.468910262,1.590942831,1.585648401,1.723311783,1.784333765,1.817783386
Not classified,INX,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,8.883722816,8.884672638,8.721211602,8.74130132,9.100127396,9.135896261,9.596172382,9.911617342,10.3845933,10.69399161,10.83474264,11.38823116,11.04125081,10.6811767,10.75163663,10.44852153,10.09594086,10.10918284,9.596427388,8.925394923,8.784418074,7.780622801,7.737358336,7.542075636,7.300555849,7.636663628,7.930340975
"Iran, Islamic Rep.",IRN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,3.733864169,3.942536052,3.886820855,3.971862239,4.377417978,4.442225096,4.431486452,4.265270974,4.822565621,5.900224735,5.672323312,5.996135584,5.971039683,6.142390732,6.483369555,6.720066557,7.21905887,7.27992527,7.509406008,7.600675899,7.768594359,7.89249315,8.098531382,8.100277761,8.421686716,8.282075184,8.316701233
Iraq,IRQ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,2.865121203,2.551399067,3.212133588,3.342749083,3.650796342,3.689869364,3.344098873,3.186111627,3.272626014,3.170059693,3.083093518,3.525341062,3.499928425,3.553105717,4.33551491,4.216692239,3.59844793,2.22690329,3.281546097,3.608379714,3.772295829,4.453347502,4.843106075,4.994796612,4.842168931,4.702368286,5.191404781
Iceland,ISL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,7.842665191,6.856146503,6.967183412,7.49459854,7.553975062,7.280037238,8.222645733,7.763336874,7.667265104,7.456127132,7.693782116,7.373427894,7.550227286,7.485457013,7.683682902,7.513584557,7.568614994,7.414833454,6.677481144,6.447492771,6.168528586,5.896828979,5.842667656,5.866946294,6.059657407,6.007931926,6.154683862
Israel,ISR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,7.788833906,7.426619721,8.352571345,8.567717924,8.964758844,9.215445446,9.328559382,9.575293523,9.562081728,9.092962612,9.581779456,9.876810219,9.103871689,9.400877468,8.667993097,8.218088772,8.856488368,8.78433448,9.340093039,8.612472881,9.035223254,8.901888279,9.547967764,8.193932998,7.653847633,7.900584122,7.625351861
Italy,ITA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,7.361704582,7.468379928,7.404168932,7.248012993,7.16667249,7.573033273,7.48906561,7.566965198,7.734648761,7.765755082,7.912673166,7.904432663,7.932323042,8.17175128,8.216487201,8.166090128,8.072145596,7.917347216,7.60176497,6.795651486,6.83837457,6.702557614,6.205413858,5.732941879,5.270866786,,
Jamaica,JAM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,3.112525032,3.179435452,3.134991623,3.221895764,3.26648248,3.622552454,3.792207335,3.921149527,3.724807608,3.790026114,3.88289943,3.969027204,3.803386753,3.937092097,3.915930738,3.831609308,4.17369147,3.486543553,3.597300167,2.718932112,2.548213104,2.735396395,2.593359492,2.798953654,2.536806259,2.619266688,2.830147084
Jordan,JOR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,2.98222884,2.666025439,3.083742199,2.880147945,3.091337009,2.954317461,2.99768871,2.973810885,2.941625312,2.895405427,3.02738198,3.067233546,3.175649449,3.214849384,3.44801213,3.65260392,3.52529066,3.522624567,3.256210728,3.175854385,2.916818597,2.827604409,3.021209828,2.871050605,2.978804489,2.827443257,2.628700806
Japan,JPN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,8.842659551,8.864025056,9.039672009,8.894836513,9.392973504,9.435087309,9.582394674,9.53044157,9.168631432,9.457269768,9.612522307,9.448215888,9.564757134,9.716352722,9.880903296,9.712112911,9.657546162,9.777692627,9.462190352,8.632099729,9.156018256,9.312693499,9.634347264,9.76591055,9.480766374,9.153641422,8.944372824
Kazakhstan,KAZ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,15.9402826,13.32616034,12.42504128,10.69613331,9.08564399,8.442824802,8.447971111,7.803452018,7.934854181,8.873851074,9.000333671,9.538517359,11.52689249,11.7071662,12.58362425,14.35971247,14.85305787,13.25676292,15.22798733,15.64629686,14.46941789,15.42931652,14.36783614,13.80005416,13.89268146
Kenya,KEN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,0.245449919,0.197394121,0.218779907,0.242865188,0.24328279,0.272037578,0.326303852,0.280987008,0.331782383,0.327095324,0.325921833,0.285223579,0.236088309,0.194776581,0.21393672,0.233787564,0.254310303,0.25399794,0.257386809,0.302043563,0.28965606,0.311682104,0.282818574,0.292909589,0.309143145,0.35545402,0.36511748
Kyrgyz Republic,KGZ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,2.465564955,1.890047158,1.366059223,0.993058723,1.230414614,1.194640576,1.248733068,0.965159491,0.946245305,0.787517745,0.993404532,1.078294172,1.150808862,1.083209042,1.055464127,1.258434439,1.440269803,1.261546635,1.171873015,1.388440866,1.806948388,1.720789566,1.76327684,1.75381205,1.609873016
Cambodia,KHM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,0.140541961,0.140532886,0.140219406,0.139019468,0.14322693,0.145563149,0.147242031,0.136312463,0.168168842,0.159495705,0.162605853,0.181496489,0.174678089,0.185116119,0.187188214,0.209134707,0.222560526,0.253313204,0.280759695,0.332001098,0.358188238,0.358846655,0.369169716,0.37289047,0.437653585,0.555905459,0.629141866
Kiribati,KIR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,0.303895028,0.298567009,0.343324506,0.387447831,0.382626842,0.377442971,0.371798284,0.365844838,0.359703762,0.353565058,0.391049339,0.341716269,0.462023939,0.495345303,0.526757202,0.635494178,0.699638553,0.607829934,0.668340742,0.54498167,0.570035073,0.525217707,0.482636082,0.4758365,0.536351254,0.561967006,0.58659486
St. Kitts and Nevis,KNA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,2.641471472,2.633621437,2.703147652,2.763510393,2.907730014,3.050458716,3.107992937,3.337214729,3.478563661,3.699454304,3.910446068,3.946635575,4.384324145,4.328640755,4.591270184,4.226006787,4.260440651,4.528297543,4.49004877,4.602707875,4.488738371,4.672093352,4.41036743,4.444318611,4.549986213,4.583481437,4.617046005
"Korea, Rep.",KOR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,5.760374252,6.039462229,6.498142885,7.284858219,7.706677234,8.311071381,8.869490025,9.35798162,7.882070871,8.577710247,9.52093176,9.503744234,9.77299975,9.734649494,10.03018386,9.607193744,9.716605676,10.18156704,10.34742286,10.32010949,11.43631663,11.80296873,11.63282456,11.74920084,11.57034541,11.70939764,12.11106978
Kuwait,KWT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,18.0922302,7.352789057,,,,34.13762741,30.82849876,32.11253695,28.258697,27.68049165,26.18923263,27.40553716,27.24771864,27.72100585,28.8728348,31.51568145,31.07802552,30.0460336,31.14868474,30.94737447,29.95609021,27.35382032,30.01509382,26.8891593,23.94268372,24.24244895,24.95251303
Latin America & Caribbean (excluding high income),LAC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,2.240698319,2.244885795,2.218317372,2.266836078,2.305879888,2.310066454,2.361644169,2.447928011,2.565090385,2.558734714,2.509439504,2.539950565,2.53255498,2.556414029,2.528830972,2.62392599,2.650958218,2.649375078,2.77302454,2.68575981,2.792493899,2.78711822,2.883977062,2.909831985,2.931595554,2.863588418,2.778061233
Lao PDR,LAO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,0.120554978,0.12476674,0.132001704,0.131759606,0.133955186,0.1384635,0.153310261,0.158288344,0.161089624,0.163200484,0.181844957,0.197938399,0.216285235,0.222914336,0.230555289,0.237169827,0.307356698,0.315815042,0.359627527,0.452662816,0.502886226,0.523975407,0.555922464,0.639635002,0.685930929,1.341977291,2.594704584
Lebanon,LBN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,2.930414221,2.901764928,3.367630193,3.594559792,3.726953417,3.841205312,3.801399742,4.267981513,4.499459594,4.392260082,3.96780298,4.05198345,3.82639971,4.142988236,3.676326844,3.449448291,3.037758682,2.823701625,3.615635351,4.336682162,4.047494872,3.934610617,4.086336812,3.817892305,3.843598231,3.745767203,3.694800615
Liberia,LBR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,0.227872376,0.181540081,0.194193315,0.215193107,0.212286175,0.208040355,0.20197984,0.195472276,0.192273149,0.145337355,0.1506216,0.153933391,0.145480802,0.152540511,0.177757027,0.208526044,0.20707489,0.186426514,0.151442406,0.128936295,0.197892457,0.214500865,0.236743165,0.211474663,0.280944282,0.277142723,0.302199709
Libya,LBY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,8.290020355,9.432500074,8.01146169,8.190561021,9.090315405,9.299399571,8.768172089,8.787747848,8.750508392,8.457293753,8.793313638,8.836642938,8.647907853,8.747749285,8.819186138,8.986297415,9.0490347,8.361671805,9.245049472,9.452084811,9.997526326,6.355021474,8.381464264,8.902413296,9.350737979,8.88024053,7.788506729
St. Lucia,LCA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,1.169018983,1.204914461,1.06057421,1.610924001,1.769263111,2.097283312,2.168160501,2.016797758,1.917122486,2.152953321,2.222722023,2.202346708,1.817487703,2.238622064,2.198169526,2.243952588,2.217304285,2.296810408,2.329472799,2.235702963,2.317086481,2.318717814,2.304252573,2.292998259,2.282928389,2.292821813,2.301754211
Latin America & Caribbean,LCN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,2.28807275,2.288379141,2.27154007,2.316345193,2.357457832,2.364835184,2.439052835,2.533456719,2.649741752,2.65765465,2.605998406,2.629470847,2.625527896,2.654654028,2.638005057,2.742044982,2.782236864,2.794655316,2.915268054,2.821232601,2.935517141,2.941396458,3.032215811,3.060624884,3.069788141,3.009331053,2.922629082
Least developed countries: UN classification,LDC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,0.137966533,0.14506757,0.142376016,0.138630442,0.135983458,0.159275886,0.159094188,0.15834818,0.155599519,0.16491658,0.16931894,0.178906163,0.184795053,0.187618464,0.212202761,0.214541583,0.227663656,0.235797561,0.244185037,0.260079651,0.278232587,0.287765575,0.288088726,0.302332619,0.331658064,0.328037636,0.341969015
Low income,LIC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,0.680344978,0.67468136,0.604389493,0.555334986,0.507607385,0.472759874,0.441245555,0.422080571,0.40640601,0.421481242,0.42293308,0.420766608,0.382055266,0.42302963,0.419935286,0.417076099,0.424009511,0.424241008,0.441204031,0.398926678,0.386454616,0.348702346,0.318067174,0.297719018,0.304233225,0.272805408,0.271829641
Liechtenstein,LIE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,1.978391118,1.964224296,1.539591905,1.630049453,1.414542749,1.502253175,1.489278172,1.280686672,1.370109421,1.363269425
Sri Lanka,LKA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,0.223290759,0.238183026,0.292337505,0.281292875,0.305406396,0.323625417,0.384522854,0.412343687,0.421521521,0.46173278,0.545238127,0.552229542,0.579987695,0.576258098,0.634395262,0.619140825,0.608064532,0.622623506,0.610861328,0.65473331,0.654610165,0.742076616,0.786362791,0.724493029,0.862657426,0.959155699,1.101846767
Lower middle income,LMC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,1.006510166,1.034960069,1.07231921,1.027617338,0.974589348,0.998336701,1.013687189,0.990097523,0.997663987,1.010196016,1.037688827,1.026389921,1.032763391,1.067319174,1.092317822,1.123447272,1.146359626,1.189283296,1.247415074,1.276053836,1.301684231,1.351820961,1.413122864,1.399992973,1.470085928,1.491534862,1.515452398
Low & middle income,LMY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,2.561610431,2.551242026,2.191874176,2.167385704,2.113553214,2.155255751,2.176576999,2.143429947,2.08893317,2.098352376,2.122694378,2.136137399,2.192768483,2.365322671,2.52120492,2.655512241,2.792343952,2.830892744,3.035863255,2.990124698,3.226456378,3.424843352,3.49510902,3.476622993,3.488356906,3.445789679,3.4039735
